pol,godina_studija,oblast,drzava,ocena,sati_ucenja_nedeljno,prisustvo_na_nastavi,smestaj,finansijski_status,bliskost_sa_roditeljima
M,1.0,Science,Pakistan,C,16.0,,Non private,good,Fair
M,2.0,Engineering,Pakistan,C,17.0,poor,Non private,vgood,Very close
F,1.0,Medicine,Pakistan,B,18.0,good,Private,vgood,Very close
F,2.0,Business,Pakistan,A,17.0,good,Non private,good,Fair
F,2.0,Medicine,Pakistan,C,11.0,poor,Private,poor,Fair
M,2.0,Science,Pakistan,C,20.0,good,Private,poor,Fair
M,4.0,Engineering,Pakistan,B,15.0,vgood,Private,vgood,Very close
F,2.0,Science,Pakistan,A,14.0,good,Non private,good,Fair
F,2.0,Science,Pakistan,A,20.0,vgood,Private,,Close
M,1.0,Arts,Pakistan,A,15.0,,Private,good,
F,2.0,Law,Pakistan,B,16.4,good,Private,good,Very close
M,1.0,Science,Pakistan,A,20.0,good,Private,poor,Fair
F,2.0,Arts,Pakistan,C,7.0,good,Non private,poor,Very close
M,3.0,Law,Pakistan,C,20.0,poor,Non private,vgood,Very close
M,4.0,Engineering,Pakistan,C,10.0,poor,Private,good,Fair
F,1.0,Engineering,Pakistan,A,7.0,poor,Non private,good,Very close
F,3.0,Science,Pakistan,B,18.0,poor,Non private,good,
F,1.0,Medicine,Pakistan,B,22.8,poor,Non private,good,Fair
M,4.0,Medicine,Pakistan,B,19.0,vgood,Private,good,Close
F,4.0,Law,Pakistan,A,6.0,poor,Non private,good,Very close
F,1.0,Arts,Pakistan,C,7.0,vgood,Private,vgood,Close
F,1.0,Business,Pakistan,C,9.0,,Non private,good,Very close
F,3.0,Science,Pakistan,B,6.0,vgood,Private,good,Close
F,2.0,Law,Pakistan,B,4.9,vgood,Non private,,Fair
F,3.0,Law,Pakistan,A,9.0,good,Private,good,Very close
F,3.0,Engineering,Pakistan,C,19.0,poor,Private,vgood,Close
F,1.0,Business,Pakistan,C,20.0,vgood,Private,vgood,Fair
F,1.0,Business,Pakistan,C,11.0,poor,Private,poor,Fair
M,1.0,Medicine,Pakistan,C,12.0,good,Non private,vgood,Fair
M,4.0,Science,Pakistan,C,6.0,good,Private,vgood,Fair
M,3.0,Science,Pakistan,A,17.0,good,Private,poor,Close
F,3.0,Science,Pakistan,B,20.0,,Non private,poor,Close
M,2.0,Science,Pakistan,C,10.0,poor,Non private,good,Fair
F,4.0,Business,Pakistan,C,16.0,vgood,Non private,poor,Very close
M,3.0,Law,Pakistan,A,16.6,vgood,Non private,,Fair
F,2.0,Arts,Pakistan,B,8.0,poor,,good,Fair
F,2.0,Arts,Pakistan,A,14.0,poor,Private,poor,Very close
F,1.0,Medicine,Pakistan,B,8.0,vgood,Non private,vgood,Close
M,3.0,Medicine,Pakistan,A,14.0,poor,,vgood,Very close
F,1.0,Science,Pakistan,C,11.0,poor,Non private,vgood,Fair
M,4.0,Business,Pakistan,B,6.0,good,Non private,good,Fair
M,3.0,Law,Pakistan,A,16.0,good,Private,poor,Very close
F,1.0,Business,Pakistan,C,10.0,vgood,,poor,Very close
M,2.0,Arts,Pakistan,B,9.0,good,Private,poor,Close
F,4.0,Science,Pakistan,B,18.0,vgood,Private,good,Close
F,1.0,Medicine,Pakistan,B,10.0,poor,Private,good,Very close
F,1.0,Engineering,Pakistan,B,18.0,poor,Non private,vgood,Very close
F,3.0,Law,Pakistan,C,16.0,poor,Non private,good,Close
F,2.0,Engineering,Pakistan,C,10.0,good,Non private,good,Very close
F,2.0,Arts,Pakistan,A,8.0,good,Private,poor,
F,1.0,Law,Pakistan,A,12.0,vgood,Non private,,Fair
M,1.0,Business,Pakistan,C,5.0,poor,Private,good,Close
F,3.0,Engineering,Pakistan,B,11.0,good,Non private,good,Fair
M,3.0,Science,Pakistan,C,9.0,vgood,Non private,,Very close
M,1.0,Science,Pakistan,B,12.0,good,Non private,good,Close
F,1.0,Engineering,Pakistan,A,14.0,,Non private,vgood,Fair
M,1.0,Law,Pakistan,A,14.0,vgood,,poor,Fair
M,4.0,Arts,Pakistan,C,12.0,poor,Private,vgood,Fair
F,1.0,Engineering,Pakistan,C,6.0,vgood,Non private,good,Fair
F,1.0,Arts,Pakistan,A,16.0,good,Non private,vgood,
M,2.0,Business,Pakistan,C,11.0,vgood,Private,,Close
M,1.0,Law,Pakistan,C,12.0,poor,Non private,poor,Close
F,1.0,Arts,Pakistan,B,7.0,vgood,,vgood,Fair
M,2.0,Engineering,Pakistan,B,13.0,poor,Non private,poor,Very close
F,3.0,Arts,Pakistan,B,8.2,poor,Private,vgood,Fair
F,2.0,Law,Pakistan,A,6.0,poor,Non private,poor,Fair
M,3.0,Engineering,Pakistan,A,17.0,good,Non private,poor,Fair
M,3.0,Arts,Pakistan,C,20.8,vgood,,good,Very close
M,2.0,Medicine,Pakistan,C,15.0,vgood,,good,Very close
F,4.0,Business,Pakistan,B,18.0,vgood,Non private,good,Close
M,1.0,Business,Pakistan,B,18.3,vgood,Private,vgood,Fair
M,1.0,Business,Pakistan,C,16.5,good,Private,vgood,
F,1.0,Medicine,Pakistan,A,13.0,poor,Non private,,Very close
F,1.0,Science,Pakistan,C,10.0,,Private,poor,Fair
F,1.0,Science,Pakistan,C,11.0,vgood,Private,poor,Very close
M,3.0,Law,Pakistan,B,9.0,vgood,Non private,good,Fair
F,1.0,Medicine,Pakistan,B,19.0,poor,Private,poor,Very close
M,2.0,Arts,Pakistan,C,9.0,good,Private,good,Fair
M,1.0,Engineering,Pakistan,A,12.0,good,Private,,Fair
M,3.0,Arts,Pakistan,A,18.0,vgood,Private,poor,Close
M,4.0,Science,Pakistan,B,12.0,good,Private,poor,Close
F,1.0,Law,Pakistan,B,15.0,good,Private,poor,Close
M,1.0,Law,Pakistan,B,15.0,vgood,Non private,vgood,Very close
M,3.0,Science,Pakistan,A,20.0,vgood,Private,,Fair
F,1.0,Law,Pakistan,A,20.0,,Non private,poor,Fair
F,1.0,Engineering,Pakistan,A,14.0,vgood,Private,good,Close
F,3.0,Business,Pakistan,B,7.0,vgood,Private,good,
F,2.0,Engineering,Pakistan,A,17.0,poor,Non private,,Close
F,3.0,Engineering,Pakistan,B,20.0,poor,Non private,vgood,Close
F,1.0,Science,Pakistan,C,18.0,vgood,Private,poor,Very close
M,2.0,Business,Pakistan,B,17.9,poor,Private,good,Close
M,3.0,Arts,Pakistan,C,20.0,poor,Private,poor,Close
F,1.0,Law,Pakistan,B,20.0,poor,Private,vgood,
M,1.0,Medicine,Pakistan,C,16.0,good,Private,poor,Close
M,1.0,Medicine,Pakistan,C,8.0,good,Non private,good,Close
M,1.0,Business,Pakistan,B,6.0,vgood,Non private,poor,Fair
F,4.0,Arts,Pakistan,A,7.0,vgood,Private,poor,Close
F,4.0,Engineering,Pakistan,B,7.6,poor,Non private,vgood,Close
M,1.0,Law,Pakistan,B,8.1,poor,Private,good,
M,1.0,Science,Pakistan,B,8.8,vgood,Non private,poor,Close
F,1.0,Law,Pakistan,C,9.7,vgood,Private,vgood,Fair
M,1.0,Medicine,Pakistan,A,11.0,good,Non private,poor,Very close
F,1.0,Law,Pakistan,A,12.0,good,Non private,good,Very close
M,1.0,Arts,Pakistan,C,10.0,vgood,,vgood,Very close
F,3.0,Business,Pakistan,C,4.9,vgood,Private,,Fair
F,1.0,Arts,Pakistan,A,7.0,poor,Private,poor,Close
F,3.0,Science,Pakistan,C,13.0,vgood,Non private,poor,Very close
F,2.0,Medicine,Pakistan,A,16.0,poor,Private,good,Close
M,2.0,Business,Pakistan,C,19.0,vgood,Non private,,Very close
M,4.0,Law,Pakistan,A,12.0,good,Non private,vgood,Fair
F,2.0,Law,Pakistan,C,16.0,poor,Non private,good,
M,1.0,Engineering,Pakistan,A,17.0,poor,Non private,poor,Very close
F,4.0,Law,Pakistan,C,18.0,poor,Non private,good,
M,3.0,Medicine,Pakistan,A,21.5,vgood,Private,good,Very close
F,1.0,Law,Pakistan,A,25.1,vgood,Private,vgood,Very close
F,4.0,Engineering,Pakistan,A,19.0,good,Non private,vgood,Close
F,1.0,Arts,Pakistan,B,6.0,vgood,Non private,good,Very close
F,4.0,Science,Pakistan,B,9.0,good,Non private,poor,Very close
F,1.0,Engineering,Pakistan,B,15.0,good,,,Very close
M,1.0,Engineering,Pakistan,B,13.0,,Non private,good,Very close
M,1.0,Science,Pakistan,B,5.0,good,Non private,good,Fair
M,1.0,Science,Pakistan,C,19.0,vgood,Private,poor,Very close
M,2.0,Engineering,Pakistan,C,8.0,vgood,,good,
F,3.0,Medicine,Pakistan,A,7.0,vgood,Private,poor,Close
M,4.0,Medicine,Pakistan,A,11.0,good,Private,vgood,Close
M,1.0,Medicine,Pakistan,B,6.0,good,,,Fair
M,1.0,Medicine,Pakistan,B,7.0,poor,Private,poor,Close
M,2.0,Medicine,Pakistan,B,11.0,vgood,Private,vgood,Close
M,1.0,Arts,Pakistan,C,3.2,poor,Non private,good,
F,2.0,Law,Pakistan,C,5.0,vgood,Private,vgood,Close
M,4.0,Arts,Pakistan,A,12.0,poor,Private,vgood,Fair
F,2.0,Arts,Pakistan,B,14.0,vgood,Private,vgood,Fair
F,1.0,Medicine,Pakistan,C,16.0,good,Private,vgood,Close
F,3.0,Business,Pakistan,B,13.1,vgood,Non private,poor,Close
M,4.0,Science,Pakistan,A,11.0,vgood,,,Close
F,3.0,Science,Pakistan,B,12.0,good,Non private,vgood,Fair
M,1.0,Medicine,Pakistan,C,13.0,vgood,Non private,poor,Very close
F,3.0,Law,Pakistan,C,13.0,poor,Non private,poor,Fair
F,4.0,Science,Pakistan,B,14.0,good,Non private,poor,Close
F,1.0,Arts,Pakistan,B,20.0,good,Private,,Fair
F,2.0,Arts,Pakistan,A,13.0,,Private,,Close
F,4.0,Engineering,Pakistan,A,10.0,vgood,Private,poor,Close
M,3.0,Science,Pakistan,C,20.0,good,Non private,,Fair
F,3.0,Engineering,Pakistan,A,17.0,good,Private,good,Fair
F,1.0,Law,Pakistan,C,20.0,good,Private,vgood,Close
M,2.0,Science,Pakistan,B,14.0,vgood,Private,vgood,Close
F,3.0,Science,Pakistan,C,20.0,good,Private,good,Close
M,4.0,Law,Pakistan,C,6.0,good,Non private,good,Fair
M,2.0,Medicine,Pakistan,B,15.0,vgood,Private,good,Very close
M,3.0,Science,Pakistan,C,5.0,good,Private,poor,Close
M,1.0,Medicine,Pakistan,A,20.0,good,Non private,good,Fair
F,4.0,Medicine,Pakistan,C,23.3,vgood,,good,Very close
F,1.0,Arts,Pakistan,C,16.0,poor,,,Close
M,1.0,Medicine,Pakistan,B,12.4,vgood,Private,good,Close
F,4.0,Law,Pakistan,B,11.0,good,Private,vgood,Very close
F,2.0,Law,Pakistan,A,6.6,poor,Non private,good,Very close
M,2.0,Medicine,Pakistan,A,7.0,good,Private,vgood,Fair
F,1.0,Arts,Pakistan,B,12.4,poor,Non private,vgood,Fair
M,1.0,Science,Pakistan,A,17.0,good,Non private,good,Close
F,4.0,Law,Pakistan,C,11.0,good,Non private,good,Fair
M,1.0,Engineering,Pakistan,C,5.0,vgood,Private,poor,Close
F,3.0,Engineering,Pakistan,B,12.0,vgood,Private,good,Fair
F,2.0,Science,Pakistan,C,17.0,good,Private,vgood,Close
M,1.0,Medicine,Pakistan,B,9.0,poor,Private,vgood,Fair
M,4.0,Science,Pakistan,C,5.0,vgood,,poor,Close
M,1.0,Engineering,Pakistan,C,13.0,vgood,Non private,poor,Very close
F,3.0,Medicine,Pakistan,C,11.0,poor,Non private,poor,Very close
M,1.0,Law,Pakistan,B,7.0,good,Private,good,
F,2.0,Medicine,Pakistan,C,13.0,poor,Non private,vgood,Close
F,4.0,Business,Pakistan,A,8.0,good,Private,vgood,Very close
M,3.0,Engineering,Pakistan,C,18.0,good,,poor,Very close
F,4.0,Business,Pakistan,A,15.0,good,Non private,good,Very close
F,2.0,Medicine,Pakistan,B,10.0,poor,Private,good,Fair
F,2.0,Medicine,Pakistan,B,18.0,good,Private,poor,Very close
F,1.0,Business,Pakistan,C,16.0,vgood,Non private,good,Close
F,3.0,Engineering,Pakistan,C,10.0,,Private,vgood,Very close
F,1.0,Arts,Pakistan,C,10.4,poor,Private,good,Very close
F,4.0,Arts,Pakistan,A,9.0,vgood,Private,good,Close
M,2.0,Law,Pakistan,B,7.0,poor,Private,good,Fair
M,4.0,Engineering,Pakistan,C,11.0,good,Non private,vgood,Very close
F,2.0,Medicine,Pakistan,A,7.0,vgood,Private,poor,Close
M,1.0,Business,Pakistan,B,17.0,poor,Private,vgood,
F,1.0,Medicine,Pakistan,C,8.0,vgood,Non private,good,Very close
F,3.0,Law,Pakistan,B,12.0,good,,poor,Very close
F,3.0,Medicine,Pakistan,C,6.0,vgood,Non private,vgood,Close
F,3.0,Science,Pakistan,B,17.0,vgood,Non private,good,Fair
F,4.0,Engineering,Pakistan,B,11.0,poor,Private,vgood,Close
F,4.0,Engineering,Pakistan,A,16.0,poor,,good,Fair
F,1.0,Arts,Pakistan,C,14.0,vgood,,vgood,Very close
F,4.0,Arts,Pakistan,C,14.0,poor,Private,good,Fair
F,2.0,Law,Pakistan,B,15.0,poor,Private,vgood,Close
M,2.0,Engineering,Pakistan,C,5.6,,Private,good,Close
F,1.0,Business,Pakistan,C,9.0,good,Non private,poor,Fair
M,3.0,Law,Pakistan,B,14.0,poor,Non private,vgood,Very close
M,3.0,Engineering,Pakistan,C,6.0,vgood,Non private,vgood,Close
M,2.0,Science,Pakistan,B,13.0,,Private,,Fair
M,2.0,Arts,Pakistan,B,10.2,vgood,Non private,vgood,Fair
F,1.0,Business,Pakistan,C,8.0,poor,Private,good,Very close
M,1.0,Science,Pakistan,C,17.0,vgood,Private,vgood,Very close
M,1.0,Engineering,Pakistan,C,9.0,good,Non private,good,Fair
F,4.0,Business,Pakistan,C,9.0,vgood,Private,,Fair
F,1.0,Business,Pakistan,A,20.0,vgood,Private,vgood,Close
F,3.0,Law,Pakistan,B,6.0,,Non private,poor,Very close
F,2.0,Law,Pakistan,B,10.0,,Non private,poor,Fair
F,3.0,Business,Pakistan,B,18.0,vgood,Non private,good,
M,3.0,Law,Pakistan,C,11.0,poor,,poor,Very close
F,1.0,Business,Pakistan,B,6.0,good,Non private,poor,Very close
M,1.0,Arts,Pakistan,A,15.0,vgood,Non private,poor,
M,4.0,Law,Pakistan,A,9.0,poor,Non private,vgood,Fair
F,4.0,Arts,Pakistan,A,11.0,good,Private,,Very close
F,4.0,Medicine,Pakistan,A,13.0,vgood,Non private,poor,
F,2.0,Arts,Pakistan,B,12.0,poor,Private,poor,Close
F,3.0,Business,Pakistan,A,15.0,vgood,Non private,vgood,Very close
F,1.0,Business,Pakistan,C,10.0,vgood,Private,good,Fair
F,3.0,Law,Pakistan,A,19.0,good,Private,poor,Fair
M,1.0,Business,Pakistan,C,11.0,poor,Private,good,Very close
F,4.0,Science,Pakistan,B,13.0,good,Private,poor,Close
M,4.0,Arts,Pakistan,A,12.0,good,Non private,poor,Close
M,1.0,Arts,Pakistan,B,5.0,poor,Private,poor,Very close
F,3.0,Arts,Pakistan,B,19.0,vgood,Non private,good,Close
M,3.0,Medicine,Pakistan,A,9.0,good,Private,poor,Very close
M,1.0,Law,Pakistan,C,19.0,poor,Private,vgood,Very close
F,1.0,Engineering,Pakistan,C,9.0,vgood,Non private,vgood,Very close
M,2.0,Business,Pakistan,C,16.0,poor,Non private,poor,Close
M,1.0,Science,Pakistan,B,19.0,,Non private,poor,Very close
M,3.0,Arts,Pakistan,C,19.0,poor,Non private,good,Very close
F,2.0,Arts,Pakistan,C,11.0,poor,Private,good,Close
M,3.0,Arts,Pakistan,C,13.0,poor,Private,vgood,Very close
M,2.0,Arts,Pakistan,C,14.0,good,Non private,vgood,Close
F,2.0,Law,Pakistan,C,14.0,vgood,Private,vgood,Close
F,4.0,Science,Pakistan,A,20.0,good,Non private,vgood,Fair
M,1.0,Law,Pakistan,C,20.0,,Private,good,Fair
M,1.0,Business,Pakistan,A,12.0,poor,Private,vgood,Close
F,3.0,Science,Pakistan,B,19.0,good,Non private,vgood,Close
M,3.0,Business,Pakistan,A,16.0,vgood,Non private,poor,Close
M,1.0,Science,Pakistan,C,9.0,poor,Non private,vgood,Very close
F,4.0,Law,Pakistan,A,11.0,vgood,Private,poor,Fair
F,3.0,Science,Pakistan,B,15.0,vgood,Non private,poor,Very close
M,1.0,Arts,Pakistan,A,10.0,good,Private,good,
F,1.0,Arts,Pakistan,C,5.0,good,Non private,good,Fair
M,2.0,Medicine,Pakistan,A,19.0,good,Non private,,
M,4.0,Business,Pakistan,C,5.0,good,Non private,poor,Close
F,4.0,Science,Pakistan,C,16.0,,Private,poor,Very close
F,4.0,Law,Pakistan,B,5.0,good,Non private,,Close
M,1.0,Business,Pakistan,A,-15.7,,Private,good,Fair
M,2.0,Business,Pakistan,B,0.7,poor,Private,poor,
F,1.0,Business,Pakistan,C,11.0,vgood,Private,vgood,Fair
M,1.0,Business,Pakistan,B,17.0,good,Non private,vgood,Fair
F,4.0,Arts,Pakistan,C,6.0,vgood,Private,vgood,Fair
F,1.0,Engineering,Pakistan,B,13.0,good,,poor,Fair
M,2.0,Law,Pakistan,A,11.0,poor,,vgood,Close
F,2.0,Medicine,Pakistan,B,24.0,good,,vgood,Close
F,2.0,Science,Pakistan,B,19.0,poor,Non private,good,Fair
M,3.0,Medicine,Pakistan,B,11.0,good,Private,vgood,Very close
F,3.0,Medicine,Pakistan,A,18.0,good,Private,vgood,Close
F,2.0,Law,Pakistan,A,8.0,good,Private,vgood,Very close
M,3.0,Engineering,Pakistan,C,8.0,poor,Non private,poor,Fair
F,3.0,Business,Pakistan,C,18.0,good,,vgood,Fair
M,2.0,Business,Pakistan,C,15.0,good,Non private,vgood,Very close
F,1.0,Business,Pakistan,A,10.0,poor,Private,poor,
M,1.0,Science,Pakistan,B,18.0,vgood,Private,good,Close
M,1.0,Law,Pakistan,A,13.0,poor,Private,poor,Very close
F,4.0,Engineering,Pakistan,A,13.0,good,Private,poor,Fair
F,1.0,Engineering,Pakistan,C,19.0,poor,Private,good,Close
F,2.0,Business,Pakistan,A,15.5,vgood,Non private,good,
F,1.0,Engineering,Pakistan,B,15.0,vgood,Private,good,Close
F,2.0,Arts,Pakistan,A,20.0,poor,Private,poor,Fair
F,2.0,Business,Pakistan,A,21.5,good,,poor,Very close
F,2.0,Medicine,Pakistan,C,20.0,good,Non private,good,Fair
F,1.0,Engineering,Pakistan,C,18.0,vgood,Non private,good,Very close
F,4.0,Medicine,Pakistan,C,19.8,poor,Private,vgood,Very close
M,2.0,Law,Pakistan,A,14.0,good,Private,good,Very close
M,2.0,Science,Pakistan,C,5.0,poor,,vgood,Close
F,3.0,Medicine,Pakistan,B,9.0,good,Private,good,Fair
F,1.0,Medicine,Pakistan,B,13.0,poor,Private,vgood,Close
M,1.0,Law,Pakistan,B,10.0,vgood,Non private,poor,Very close
F,1.0,Medicine,Pakistan,A,5.0,vgood,Private,vgood,Close
M,3.0,Engineering,Pakistan,A,6.0,poor,Private,,
M,3.0,Medicine,Pakistan,B,20.0,vgood,Private,good,Very close
F,1.0,Arts,Pakistan,B,11.0,poor,Private,poor,Fair
M,2.0,Medicine,Pakistan,A,0.8,poor,Non private,poor,Close
M,1.0,Business,Pakistan,B,5.0,vgood,Non private,poor,Fair
M,1.0,Medicine,Pakistan,C,20.0,poor,Private,poor,Close
M,2.0,Medicine,Pakistan,C,12.0,poor,Non private,poor,Very close
F,2.0,Law,Pakistan,C,11.0,vgood,Private,poor,Very close
F,1.0,Medicine,Pakistan,A,18.0,poor,Non private,,Very close
F,1.0,Arts,Pakistan,B,10.0,good,Private,vgood,Close
F,1.0,Engineering,Pakistan,C,19.0,poor,Private,vgood,Very close
F,2.0,Arts,Pakistan,A,12.0,good,Non private,vgood,Close
M,2.0,Business,Pakistan,C,16.0,poor,Private,poor,Close
F,3.0,Law,Pakistan,A,16.0,vgood,Non private,good,Fair
F,1.0,Medicine,Pakistan,B,15.0,vgood,Private,poor,Fair
M,4.0,Business,Pakistan,A,11.0,vgood,Private,poor,
F,1.0,Business,Pakistan,C,10.0,vgood,Private,vgood,Very close
F,1.0,Science,Pakistan,C,16.0,good,Non private,good,
F,1.0,Business,Pakistan,A,7.0,,,good,Very close
F,1.0,Science,Pakistan,B,12.0,poor,,vgood,Very close
F,1.0,Engineering,Pakistan,C,16.0,poor,Private,poor,Fair
F,1.0,Law,Pakistan,A,15.7,poor,Non private,poor,Close
M,3.0,Law,Pakistan,A,16.0,vgood,Non private,poor,
M,1.0,Medicine,Pakistan,B,19.0,poor,Private,vgood,Very close
M,1.0,Law,Pakistan,B,16.0,vgood,Non private,poor,Fair
F,4.0,Medicine,Pakistan,C,15.0,,Private,vgood,Very close
M,3.0,Medicine,Pakistan,A,5.0,vgood,Non private,vgood,Fair
M,4.0,Business,Pakistan,C,6.0,,Non private,poor,Very close
M,3.0,Arts,Pakistan,B,8.0,vgood,Private,vgood,Close
M,1.0,Law,Pakistan,B,13.0,poor,Non private,poor,Very close
M,2.0,Law,Pakistan,A,7.0,vgood,Private,vgood,Fair
M,4.0,Arts,Pakistan,B,20.0,poor,Private,,Fair
M,4.0,Law,Pakistan,B,16.0,,Private,poor,Close
M,4.0,Medicine,Pakistan,B,8.0,good,Private,vgood,Fair
M,1.0,Business,Pakistan,C,6.0,good,Private,vgood,Fair
F,1.0,Engineering,Pakistan,B,20.0,vgood,Non private,good,Close
M,4.0,Arts,Pakistan,A,18.0,,Non private,,
M,1.0,Law,Pakistan,C,5.0,vgood,Private,good,Close
F,3.0,Arts,Pakistan,B,17.0,vgood,Private,good,Close
F,3.0,Medicine,Pakistan,B,7.0,poor,,vgood,Fair
F,3.0,Arts,Pakistan,C,7.0,vgood,Non private,vgood,Close
F,3.0,Business,Pakistan,C,10.0,good,Private,vgood,
F,2.0,Engineering,Pakistan,A,9.0,,Non private,good,
F,1.0,Arts,Pakistan,B,10.0,poor,Non private,poor,Very close
F,1.0,Science,Pakistan,B,8.0,good,Non private,good,Fair
F,3.0,Arts,Pakistan,A,12.0,,Private,vgood,
M,4.0,Business,Pakistan,A,6.0,vgood,Private,good,Close
M,2.0,Business,Pakistan,A,11.0,good,Non private,poor,Very close
F,4.0,Law,Pakistan,B,16.0,vgood,Non private,good,Very close
F,4.0,Law,Pakistan,A,20.0,good,Private,poor,Very close
F,3.0,Engineering,Pakistan,A,5.0,vgood,Non private,good,Fair
M,2.0,Business,Pakistan,C,14.0,poor,Non private,vgood,Fair
F,1.0,Law,Pakistan,A,16.0,,Non private,poor,Fair
M,1.0,Medicine,Pakistan,B,5.0,good,,good,Close
M,1.0,Engineering,Pakistan,A,5.0,good,Non private,good,Close
M,3.0,Science,Pakistan,B,12.5,poor,Private,,
F,2.0,Law,Pakistan,B,19.0,vgood,Non private,vgood,Very close
F,1.0,Science,Pakistan,A,18.0,good,Private,vgood,Very close
M,4.0,Business,Pakistan,C,9.0,poor,Non private,good,Fair
F,3.0,Science,Pakistan,A,1.5,poor,Non private,vgood,Fair
M,3.0,Business,Pakistan,A,8.0,good,Non private,poor,Close
F,3.0,Arts,Pakistan,B,11.0,vgood,Non private,,Very close
F,2.0,Business,Pakistan,A,20.0,poor,Private,poor,Close
F,2.0,Arts,Pakistan,C,14.0,poor,Private,poor,Close
F,4.0,Medicine,Pakistan,C,7.2,poor,Non private,good,Very close
F,2.0,Science,Pakistan,A,11.0,poor,Non private,good,Fair
F,1.0,Science,Pakistan,A,13.0,poor,Private,good,Very close
M,2.0,Science,Pakistan,B,5.0,good,Private,good,Close
F,4.0,Medicine,Pakistan,A,16.0,vgood,Non private,poor,Fair
F,4.0,Science,Pakistan,A,20.0,,Non private,good,Fair
M,1.0,Arts,Pakistan,C,15.0,poor,Private,vgood,Fair
F,1.0,Medicine,Pakistan,A,12.9,vgood,,good,Fair
F,4.0,Engineering,Pakistan,A,16.0,poor,Private,vgood,Very close
M,3.0,Arts,Pakistan,A,13.9,good,Non private,poor,Close
M,2.0,Engineering,Pakistan,A,14.0,vgood,Non private,vgood,Fair
M,1.0,Science,Pakistan,C,16.0,poor,Non private,poor,Close
M,1.0,Science,Pakistan,A,14.0,poor,Non private,,Fair
F,2.0,Law,Pakistan,C,13.0,good,Non private,,Close
M,1.0,Arts,Pakistan,B,9.0,vgood,Non private,good,Very close
M,1.0,Law,Pakistan,C,8.0,poor,Non private,vgood,Fair
M,3.0,Medicine,Pakistan,C,11.0,poor,Private,vgood,Fair
F,3.0,Business,Pakistan,A,6.0,vgood,Non private,vgood,Close
M,1.0,Science,Pakistan,C,5.1,vgood,Private,,Very close
F,1.0,Law,Pakistan,B,14.0,vgood,Non private,poor,Close
F,1.0,Business,Pakistan,A,20.0,vgood,Non private,poor,Very close
M,1.0,Medicine,Pakistan,A,16.0,vgood,,vgood,Very close
F,3.0,Business,Pakistan,B,7.0,,,good,
M,3.0,Law,Pakistan,C,12.0,vgood,Non private,poor,Very close
F,3.0,Law,Pakistan,C,15.0,poor,Private,vgood,Very close
F,2.0,Law,Pakistan,A,19.0,vgood,Private,,Very close
F,4.0,Business,Pakistan,B,13.0,vgood,Non private,good,Very close
F,3.0,Engineering,Pakistan,B,11.0,vgood,Private,poor,Fair
M,3.0,Law,Pakistan,B,17.0,poor,Non private,vgood,Close
M,1.0,Arts,Pakistan,C,21.2,vgood,Non private,good,
F,2.0,Business,Pakistan,C,17.0,good,,poor,Very close
M,1.0,Business,Pakistan,C,11.0,good,,,Fair
F,1.0,Business,Pakistan,A,13.0,good,Private,poor,Close
F,2.0,Science,Pakistan,C,9.0,good,Private,,
F,2.0,Arts,Pakistan,A,9.0,poor,Non private,vgood,
M,3.0,Medicine,Pakistan,C,8.0,poor,,poor,Close
M,2.0,Medicine,Pakistan,B,8.0,poor,Non private,good,Close
M,1.0,Business,Pakistan,B,12.0,good,Private,vgood,Very close
M,3.0,Engineering,Pakistan,C,12.8,good,Private,good,Fair
M,3.0,Arts,Pakistan,C,12.0,vgood,Non private,,Fair
F,3.0,Engineering,Pakistan,C,10.0,poor,Non private,poor,Very close
M,1.0,Arts,Pakistan,B,18.0,poor,Non private,,Fair
M,1.0,Science,Pakistan,B,15.0,vgood,Private,good,Close
M,3.0,Science,Pakistan,B,20.0,poor,Private,,Close
F,2.0,Business,Pakistan,C,19.0,,Non private,,Very close
M,1.0,Business,Pakistan,A,17.0,good,Non private,,Very close
M,2.0,Business,Pakistan,C,11.0,vgood,Private,good,Very close
F,4.0,Medicine,Pakistan,B,10.0,good,Non private,poor,Very close
F,1.0,Law,Pakistan,B,19.0,good,Non private,vgood,Fair
F,3.0,Arts,Pakistan,B,5.0,poor,Non private,good,Fair
M,3.0,Law,Pakistan,A,5.0,vgood,Non private,poor,Close
M,2.0,Arts,Pakistan,C,9.0,poor,Private,poor,Close
M,4.0,Arts,Pakistan,A,18.0,poor,Private,vgood,Close
F,2.0,Business,Pakistan,B,7.0,good,Private,poor,Fair
M,4.0,Engineering,Pakistan,B,5.0,good,Non private,vgood,Very close
M,3.0,Law,Pakistan,B,18.0,good,Private,poor,Very close
F,1.0,Business,Pakistan,C,5.0,,Private,poor,Fair
M,1.0,Arts,Pakistan,B,14.0,good,Non private,vgood,Very close
F,1.0,Science,Pakistan,C,20.9,poor,Private,good,Fair
F,2.0,Law,Pakistan,C,18.0,good,Non private,,Fair
F,4.0,Business,Pakistan,C,11.0,poor,Non private,good,Very close
M,1.0,Medicine,Pakistan,C,14.0,good,Private,good,Very close
M,1.0,Law,Pakistan,B,11.0,poor,Non private,poor,Very close
M,2.0,Engineering,Pakistan,C,18.0,poor,,good,Fair
F,2.0,Engineering,Pakistan,C,6.0,good,Non private,poor,Very close
M,1.0,Medicine,Pakistan,B,5.4,vgood,Non private,good,Close
