pol,godina_studija,oblast,drzava,ocena,sati_ucenja_nedeljno,prisustvo_na_nastavi,smestaj,finansijski_status,bliskost_sa_roditeljima
M,4.0,Engineering,Pakistan,A,20.0,vgood,Private,good,Very close
F,1.0,Law,Pakistan,A,10.0,vgood,,vgood,Very close
F,1.0,Law,Pakistan,A,6.0,vgood,,poor,Close
F,1.0,Business,Pakistan,A,12.0,good,Private,vgood,
F,2.0,Business,Pakistan,A,5.0,vgood,Non private,,Close
M,4.0,Medicine,Pakistan,A,6.0,vgood,Private,vgood,Fair
M,4.0,Arts,Pakistan,C,7.2,good,Private,good,Fair
M,2.0,Medicine,Pakistan,A,8.2,good,Private,vgood,Close
M,2.0,Law,Pakistan,C,10.0,vgood,Private,poor,Close
F,1.0,Business,Pakistan,B,13.0,good,,vgood,Very close
M,3.0,Arts,Pakistan,B,11.0,vgood,Private,good,Fair
M,4.0,Arts,Pakistan,A,3.1,vgood,Non private,good,Fair
F,2.0,Medicine,Pakistan,B,5.0,poor,Non private,,Fair
F,3.0,Law,Pakistan,B,13.0,good,Private,good,Close
F,1.0,Business,Pakistan,A,5.0,good,Non private,poor,Very close
M,1.0,Arts,Pakistan,B,15.0,poor,Private,poor,Fair
M,1.0,Engineering,Pakistan,C,13.0,vgood,Private,vgood,Very close
M,1.0,Medicine,Pakistan,A,14.0,good,Private,good,Fair
M,1.0,Business,Pakistan,B,9.0,good,Private,vgood,Close
M,2.0,Medicine,Pakistan,B,8.0,poor,Private,good,Close
M,1.0,Engineering,Pakistan,B,10.2,vgood,Private,poor,Fair
M,1.0,Science,Pakistan,B,12.0,,Private,poor,Very close
M,3.0,Medicine,Pakistan,B,17.0,poor,Private,good,Fair
M,1.0,Arts,Pakistan,A,20.0,vgood,Private,good,Fair
M,2.0,Medicine,Pakistan,B,13.0,poor,,vgood,Fair
M,3.0,Science,Pakistan,A,9.0,good,Non private,good,Close
F,3.0,Medicine,Pakistan,C,12.0,poor,Non private,poor,Close
F,3.0,Science,Pakistan,A,15.0,vgood,,vgood,Fair
F,3.0,Science,Pakistan,A,10.0,good,Private,vgood,Fair
F,1.0,Arts,Pakistan,B,15.0,vgood,,vgood,Very close
M,1.0,Science,Pakistan,A,17.2,poor,Non private,poor,Very close
F,4.0,Engineering,Pakistan,B,11.0,vgood,Private,vgood,Fair
M,4.0,Engineering,Pakistan,A,6.0,vgood,Private,good,Close
M,4.0,Law,Pakistan,A,8.0,poor,Private,good,
F,2.0,Engineering,Pakistan,B,16.0,good,Non private,vgood,Close
F,2.0,Law,Pakistan,B,15.0,good,Non private,good,
M,1.0,Business,Pakistan,C,11.0,,Private,,Very close
F,2.0,Engineering,Pakistan,A,10.6,poor,Non private,vgood,Close
F,3.0,Engineering,Pakistan,A,13.0,vgood,Non private,vgood,Very close
F,4.0,Business,Pakistan,C,17.0,poor,Private,vgood,Fair
M,1.0,Business,Pakistan,B,16.0,vgood,Private,poor,Close
F,2.0,Law,Pakistan,C,11.7,poor,Private,good,
F,1.0,Engineering,Pakistan,C,9.0,good,Private,poor,
F,2.0,Engineering,Pakistan,B,20.0,poor,Private,poor,Close
F,3.0,Engineering,Pakistan,B,12.0,good,Private,vgood,Very close
F,2.0,Engineering,Pakistan,A,15.0,vgood,Non private,vgood,Close
F,1.0,Science,Pakistan,B,16.0,good,Private,good,Fair
F,1.0,Science,Pakistan,B,6.0,vgood,Non private,poor,Close
F,1.0,Medicine,Pakistan,A,20.0,vgood,Non private,good,
F,4.0,Engineering,Pakistan,C,9.0,poor,Private,poor,Close
F,1.0,Medicine,Pakistan,A,19.0,vgood,Non private,good,Close
F,4.0,Medicine,Pakistan,A,9.0,vgood,Private,vgood,Fair
F,1.0,Arts,Pakistan,C,12.2,poor,Non private,poor,Very close
M,3.0,Engineering,Pakistan,B,18.0,vgood,Private,poor,Close
M,3.0,Arts,Pakistan,C,12.0,poor,Non private,poor,Close
M,2.0,Medicine,Pakistan,A,9.0,good,Non private,poor,Fair
F,2.0,Medicine,Pakistan,C,17.0,poor,Private,vgood,Very close
F,3.0,Law,Pakistan,B,6.0,vgood,Non private,vgood,Close
F,2.0,Medicine,Pakistan,B,19.0,vgood,Non private,vgood,Fair
M,2.0,Science,Pakistan,C,10.0,poor,Non private,vgood,Close
F,1.0,Law,Pakistan,B,8.0,good,Private,poor,Fair
M,1.0,Medicine,Pakistan,C,5.0,good,Non private,poor,Close
F,3.0,Engineering,Pakistan,C,12.0,vgood,Non private,vgood,Fair
M,1.0,Arts,Pakistan,B,11.0,vgood,Non private,,Fair
F,3.0,Medicine,Pakistan,C,12.0,vgood,,poor,Very close
M,1.0,Science,Pakistan,B,14.0,poor,Non private,good,Close
M,1.0,Medicine,Pakistan,B,18.0,poor,Private,poor,Fair
M,4.0,Medicine,Pakistan,A,8.0,good,Private,vgood,Fair
M,4.0,Arts,Pakistan,C,0.2,vgood,Private,good,Very close
M,2.0,Science,Pakistan,A,9.0,vgood,Non private,,Very close
M,4.0,Arts,Pakistan,C,19.0,,Non private,poor,Fair
M,3.0,Law,Pakistan,A,13.6,good,Private,vgood,Very close
F,1.0,Medicine,Pakistan,B,7.0,poor,Non private,good,Fair
F,4.0,Science,Pakistan,C,13.0,vgood,Private,good,Close
M,1.0,Business,Pakistan,C,12.0,poor,Non private,vgood,Fair
F,1.0,Medicine,Pakistan,B,17.0,poor,Non private,good,Close
F,4.0,Arts,Pakistan,A,5.0,good,Private,,Very close
M,1.0,Law,Pakistan,A,14.0,good,Private,good,Very close
F,1.0,Engineering,Pakistan,C,19.0,,Non private,,Close
F,4.0,Law,Pakistan,A,19.4,good,Private,poor,Very close
F,4.0,Business,Pakistan,A,18.0,good,Non private,,Fair
M,2.0,Arts,Pakistan,C,20.0,good,Non private,good,Close
F,2.0,Engineering,Pakistan,B,15.0,vgood,Private,good,Fair
F,1.0,Engineering,Pakistan,C,7.0,vgood,Non private,vgood,Fair
F,1.0,Arts,Pakistan,B,11.0,good,Non private,vgood,
M,2.0,Medicine,Pakistan,A,15.0,good,Non private,good,Very close
F,4.0,Engineering,Pakistan,A,14.0,good,Non private,,Very close
F,4.0,Law,Pakistan,A,13.0,good,Private,vgood,Fair
M,1.0,Arts,Pakistan,B,5.0,vgood,,good,Fair
F,1.0,Medicine,Pakistan,A,19.0,good,Private,vgood,Fair
F,3.0,Business,Pakistan,A,18.0,good,Private,good,Close
M,2.0,Arts,Pakistan,A,8.0,good,Non private,vgood,Close
F,1.0,Law,Pakistan,C,10.0,vgood,Private,poor,Very close
M,4.0,Science,Pakistan,B,15.0,vgood,Private,poor,
M,3.0,Engineering,Pakistan,B,9.0,poor,Non private,good,Very close
M,1.0,Law,Pakistan,A,18.0,good,Non private,poor,Close
M,1.0,Law,Pakistan,B,15.0,poor,Private,good,Very close
M,4.0,Engineering,Pakistan,A,19.0,poor,Private,vgood,Very close
M,4.0,Science,Pakistan,C,15.0,good,Non private,poor,Close
M,3.0,Engineering,Pakistan,A,15.0,good,Private,poor,Fair
F,2.0,Medicine,Pakistan,C,10.0,good,Non private,poor,Fair
F,1.0,Business,Pakistan,C,19.0,vgood,Non private,poor,Very close
M,2.0,Medicine,Pakistan,B,19.1,,Private,good,Very close
F,2.0,Law,Pakistan,C,15.0,poor,Private,poor,Close
F,1.0,Medicine,Pakistan,A,15.0,vgood,Private,vgood,Close
F,1.0,Science,Pakistan,C,16.0,good,Private,vgood,Very close
M,1.0,Engineering,Pakistan,C,12.0,,Private,vgood,Fair
F,1.0,Science,Pakistan,A,10.9,vgood,,vgood,Fair
F,4.0,Arts,Pakistan,B,10.0,vgood,Non private,poor,Close
M,2.0,Science,Pakistan,C,9.0,good,Non private,,Very close
F,1.0,Law,Pakistan,B,20.0,vgood,Private,vgood,Very close
F,3.0,Science,Pakistan,B,7.0,,Private,good,
F,1.0,Business,Pakistan,B,12.0,good,Non private,vgood,Very close
M,4.0,Science,Pakistan,B,13.8,good,Private,poor,Very close
F,3.0,Arts,Pakistan,C,10.0,vgood,,poor,
M,2.0,Business,Pakistan,A,6.0,vgood,Private,poor,Fair
F,4.0,Science,Pakistan,B,13.0,,Private,good,Very close
M,1.0,Medicine,Pakistan,A,12.5,vgood,Non private,poor,Close
M,4.0,Medicine,Pakistan,C,10.0,poor,Private,,Fair
F,1.0,Arts,Pakistan,C,18.0,poor,Private,poor,Very close
M,1.0,Law,Pakistan,A,13.0,vgood,Private,poor,Close
M,3.0,Medicine,Pakistan,A,17.0,poor,Non private,vgood,Fair
F,1.0,Law,Pakistan,B,17.0,good,Non private,good,Close
M,1.0,Business,Pakistan,B,14.0,,Non private,poor,Fair
F,1.0,Science,Pakistan,C,6.0,good,Non private,poor,
F,2.0,Science,Pakistan,C,6.0,good,Non private,vgood,Close
F,1.0,Medicine,Pakistan,A,8.0,good,Non private,good,Very close
M,1.0,Business,Pakistan,C,11.0,good,Non private,vgood,Fair
M,1.0,Law,Pakistan,B,19.0,vgood,Private,good,Very close
M,1.0,Business,Pakistan,A,16.0,vgood,Non private,vgood,Fair
F,3.0,Science,Pakistan,B,17.0,good,Private,good,Fair
M,3.0,Science,Pakistan,B,18.9,poor,Private,poor,
F,2.0,Business,Pakistan,C,20.3,vgood,,vgood,Close
M,2.0,Engineering,Pakistan,C,20.0,vgood,Non private,poor,Close
M,4.0,Engineering,Pakistan,A,13.0,poor,Private,good,Very close
F,3.0,Business,Pakistan,A,11.0,vgood,Private,good,Close
M,4.0,Arts,Pakistan,A,20.0,poor,,poor,Very close
M,4.0,Business,Pakistan,A,6.0,good,Private,good,Close
F,1.0,Arts,Pakistan,C,10.0,poor,Private,good,Very close
M,2.0,Business,Pakistan,A,6.0,poor,Non private,vgood,Very close
F,4.0,Law,Pakistan,B,11.0,poor,Non private,poor,Close
F,1.0,Business,Pakistan,C,11.0,vgood,Non private,vgood,Very close
F,2.0,Medicine,Pakistan,C,15.6,vgood,Non private,poor,Close
F,1.0,Engineering,Pakistan,B,21.1,,Private,vgood,Very close
M,3.0,Engineering,Pakistan,C,18.0,good,Non private,vgood,Fair
F,4.0,Law,Pakistan,B,5.0,poor,Private,,Very close
F,4.0,Engineering,Pakistan,A,20.0,poor,Private,poor,Fair
M,1.0,Business,Pakistan,A,15.0,poor,Non private,vgood,Close
F,1.0,Business,Pakistan,B,20.0,good,Private,vgood,Close
M,3.0,Medicine,Pakistan,B,17.0,,,good,Close
F,3.0,Arts,Pakistan,C,11.0,good,Private,vgood,Fair
F,3.0,Law,Pakistan,B,19.0,vgood,Private,poor,
M,2.0,Law,Pakistan,C,16.0,poor,Private,vgood,Close
F,1.0,Business,Pakistan,A,18.0,poor,Private,good,Fair
F,3.0,Business,Pakistan,C,18.0,vgood,,good,
M,3.0,Business,Pakistan,B,8.0,,Non private,vgood,Close
M,1.0,Arts,Pakistan,B,8.0,,Non private,poor,Close
F,1.0,Business,Pakistan,A,18.0,vgood,Private,poor,Very close
F,1.0,Engineering,Pakistan,B,6.0,good,Private,good,Close
M,4.0,Medicine,Pakistan,C,17.0,good,Non private,vgood,
F,4.0,Science,Pakistan,B,16.0,vgood,Non private,poor,Very close
M,2.0,Medicine,Pakistan,B,9.0,good,Private,poor,Very close
M,1.0,Law,Pakistan,B,5.0,poor,Private,,Close
F,1.0,Science,Pakistan,C,12.0,good,,good,Close
M,3.0,Business,Pakistan,C,5.0,vgood,Private,good,
M,1.0,Engineering,Pakistan,B,11.0,vgood,Private,vgood,Close
F,2.0,Science,Pakistan,B,9.0,vgood,Non private,vgood,Very close
M,1.0,Business,Pakistan,C,15.0,vgood,Non private,vgood,Very close
M,2.0,Arts,Pakistan,C,7.0,vgood,Non private,,Close
M,4.0,Engineering,Pakistan,B,16.0,vgood,Non private,good,Close
M,4.0,Arts,Pakistan,C,12.0,vgood,Private,poor,Close
F,3.0,Law,Pakistan,C,19.0,poor,Non private,vgood,
M,1.0,Science,Pakistan,A,16.0,poor,Non private,vgood,Fair
F,3.0,Business,Pakistan,C,15.0,good,Non private,poor,Close
F,1.0,Medicine,Pakistan,B,8.0,vgood,Private,good,Very close
M,2.0,Science,Pakistan,A,10.0,vgood,Non private,poor,Close
M,4.0,Medicine,Pakistan,B,11.0,,,,Close
M,1.0,Medicine,Pakistan,A,5.0,,Private,,Close
M,4.0,Arts,Pakistan,C,19.0,good,Private,good,Fair
M,2.0,Business,Pakistan,B,20.0,poor,,poor,Close
F,1.0,Business,Pakistan,A,14.1,,Non private,good,Very close
M,1.0,Medicine,Pakistan,C,7.0,good,Non private,poor,Close
M,1.0,Arts,Pakistan,A,-5.6,vgood,Private,poor,Close
M,3.0,Law,Pakistan,B,-2.4,poor,Non private,poor,Fair
M,1.0,Arts,Pakistan,B,8.0,,Non private,good,Close
M,1.0,Law,Pakistan,C,19.0,vgood,Non private,good,Fair
F,2.0,Arts,Pakistan,A,18.0,vgood,Non private,vgood,Fair
M,3.0,Medicine,Pakistan,C,11.8,good,,poor,Close
M,3.0,Engineering,Pakistan,C,11.0,poor,Private,vgood,Very close
M,4.0,Arts,Pakistan,A,16.0,vgood,Private,good,Fair
M,4.0,Engineering,Pakistan,A,5.0,poor,,vgood,Very close
M,1.0,Science,Pakistan,A,12.0,good,Non private,poor,Fair
F,3.0,Science,Pakistan,C,6.0,poor,Private,poor,Close
M,3.0,Arts,Pakistan,A,8.0,good,Private,vgood,Fair
F,1.0,Arts,Pakistan,A,16.0,vgood,,good,Close
F,1.0,Arts,Pakistan,A,18.0,poor,Private,vgood,Fair
M,1.0,Engineering,Pakistan,B,15.0,vgood,Non private,vgood,Close
F,3.0,Law,Pakistan,B,9.0,vgood,Non private,,Fair
F,2.0,Engineering,Pakistan,C,19.0,poor,Private,vgood,Very close
M,4.0,Engineering,Pakistan,A,19.0,poor,Private,good,Close
F,2.0,Arts,Pakistan,B,6.0,vgood,Private,poor,Fair
M,2.0,Arts,Pakistan,A,5.0,good,Non private,good,Fair
F,4.0,Medicine,Pakistan,C,1.9,vgood,,good,Close
M,4.0,Engineering,Pakistan,B,5.0,poor,Private,poor,Fair
F,4.0,Business,Pakistan,B,19.0,vgood,Non private,vgood,
F,4.0,Business,Pakistan,A,10.0,good,Non private,good,Very close
F,1.0,Engineering,Pakistan,A,8.0,poor,Non private,good,Close
M,2.0,Engineering,Pakistan,A,5.0,poor,Private,vgood,
F,4.0,Arts,Pakistan,C,11.0,good,,vgood,Very close
F,1.0,Science,Pakistan,B,8.0,poor,Private,good,
F,2.0,Medicine,Pakistan,C,10.1,poor,,poor,
F,4.0,Law,Pakistan,C,16.0,vgood,Non private,poor,Very close
M,2.0,Arts,Pakistan,B,17.0,vgood,Non private,poor,Very close
M,1.0,Arts,Pakistan,B,8.0,good,Private,good,Close
F,1.0,Arts,Pakistan,A,9.0,good,Private,vgood,Fair
M,1.0,Business,Pakistan,A,10.0,good,Non private,poor,Fair
F,3.0,Engineering,Pakistan,C,14.0,poor,Private,vgood,Fair
M,1.0,Business,Pakistan,C,19.0,poor,Non private,vgood,
F,1.0,Science,Pakistan,A,19.9,poor,Private,vgood,Very close
M,1.0,Medicine,Pakistan,C,15.0,vgood,Private,vgood,
M,1.0,Law,Pakistan,C,16.0,poor,Non private,vgood,
F,3.0,Science,Pakistan,C,19.0,poor,Private,good,Close
M,1.0,Law,Pakistan,C,12.0,vgood,Non private,good,Close
F,2.0,Arts,Pakistan,C,17.0,poor,Non private,vgood,
F,1.0,Arts,Pakistan,A,9.0,good,Non private,,Fair
F,1.0,Business,Pakistan,B,16.0,vgood,,good,Very close
M,1.0,Science,Pakistan,C,8.0,,Non private,vgood,Close
M,3.0,Engineering,Pakistan,B,5.0,poor,Private,poor,Fair
M,2.0,Business,Pakistan,B,17.0,good,Non private,poor,Fair
F,2.0,Engineering,Pakistan,B,20.0,good,Private,poor,Fair
M,3.0,Engineering,Pakistan,B,17.2,,,vgood,Very close
F,4.0,Law,Pakistan,C,8.0,,Non private,poor,Close
M,1.0,Arts,Pakistan,C,16.0,,Non private,vgood,
M,2.0,Arts,Pakistan,B,6.0,poor,Non private,good,Very close
F,1.0,Medicine,Pakistan,A,14.0,good,Private,good,Fair
F,3.0,Business,Pakistan,B,14.0,vgood,Private,poor,Close
F,2.0,Science,Pakistan,C,10.0,vgood,Private,good,Very close
M,3.0,Science,Pakistan,A,18.0,poor,Private,good,Very close
M,1.0,Medicine,Pakistan,A,5.0,vgood,,good,Very close
F,1.0,Engineering,Pakistan,B,10.0,good,Non private,poor,Fair
M,3.0,Medicine,Pakistan,A,14.0,vgood,,vgood,Close
F,3.0,Business,Pakistan,A,7.0,good,,vgood,Fair
F,3.0,Engineering,Pakistan,C,19.0,poor,Non private,vgood,Fair
M,1.0,Business,Pakistan,B,8.0,poor,Non private,poor,
F,4.0,Medicine,Pakistan,A,14.0,,Non private,vgood,
F,3.0,Law,Pakistan,B,18.0,good,Private,good,
F,3.0,Engineering,Pakistan,C,5.0,poor,Non private,poor,Very close
M,3.0,Science,Pakistan,C,6.0,,Non private,poor,Close
M,2.0,Medicine,Pakistan,B,13.2,vgood,Non private,poor,Very close
M,4.0,Business,Pakistan,C,17.0,poor,Non private,vgood,
F,1.0,Business,Pakistan,B,9.0,poor,Private,poor,Very close
M,3.0,Business,Pakistan,C,11.0,good,Non private,,Close
F,1.0,Science,Pakistan,C,9.0,good,Private,,
M,2.0,Medicine,Pakistan,C,18.0,,,poor,Very close
M,1.0,Medicine,Pakistan,C,10.0,poor,Non private,good,Very close
M,2.0,Engineering,Pakistan,A,8.0,vgood,Private,vgood,
M,1.0,Engineering,Pakistan,C,20.0,vgood,Private,good,
F,4.0,Business,Pakistan,A,12.0,vgood,Private,vgood,Very close
M,1.0,Engineering,Pakistan,B,7.0,good,Private,vgood,
F,1.0,Arts,Pakistan,A,14.0,,Non private,good,Fair
M,4.0,Business,Pakistan,A,9.0,vgood,Private,vgood,Very close
M,3.0,Medicine,Pakistan,B,2.9,poor,,vgood,Fair
F,1.0,Law,Pakistan,C,11.0,good,Private,good,Very close
F,3.0,Arts,Pakistan,B,20.0,vgood,Non private,vgood,Close
M,3.0,Arts,Pakistan,A,15.0,vgood,Private,good,Fair
F,2.0,Engineering,Pakistan,A,19.0,good,Private,poor,Very close
F,1.0,Law,Pakistan,C,24.1,vgood,Private,good,
F,1.0,Arts,Pakistan,B,20.0,vgood,Private,good,Very close
M,1.0,Engineering,Pakistan,A,20.0,vgood,Private,,Fair
M,3.0,Science,Pakistan,C,19.0,vgood,Non private,poor,Close
M,3.0,Science,Pakistan,A,11.0,good,Non private,,Close
M,1.0,Law,Pakistan,A,11.0,good,Private,good,
F,4.0,Business,Pakistan,A,18.0,vgood,Private,poor,Close
F,3.0,Science,Pakistan,C,9.0,poor,Private,poor,
M,1.0,Engineering,Pakistan,B,5.0,vgood,Non private,poor,Very close
F,1.0,Law,Pakistan,B,14.0,poor,Private,vgood,Close
F,3.0,Medicine,Pakistan,A,20.0,vgood,,,Very close
M,1.0,Medicine,Pakistan,B,16.0,poor,Non private,good,Very close
M,1.0,Arts,Pakistan,B,6.0,good,Private,good,Close
M,3.0,Law,Pakistan,A,18.0,poor,Non private,vgood,Close
F,2.0,Business,Pakistan,A,12.0,good,Non private,poor,Fair
F,1.0,Science,Pakistan,C,15.0,poor,Non private,vgood,Close
F,4.0,Arts,Pakistan,B,10.0,good,Non private,poor,Very close
M,1.0,Medicine,Pakistan,B,15.0,vgood,Private,good,
M,2.0,Science,Pakistan,C,12.0,vgood,Non private,poor,Fair
F,2.0,Law,Pakistan,B,12.0,vgood,Non private,good,
M,3.0,Medicine,Pakistan,A,9.0,vgood,Non private,good,Fair
F,4.0,Science,Pakistan,A,7.0,poor,Private,good,Very close
M,1.0,Law,Pakistan,B,6.0,vgood,,vgood,Fair
M,1.0,Medicine,Pakistan,B,18.0,vgood,Non private,vgood,Close
F,2.0,Law,Pakistan,A,12.0,poor,Non private,vgood,Close
F,3.0,Engineering,Pakistan,C,6.0,vgood,Private,good,Very close
F,4.0,Engineering,Pakistan,B,20.0,vgood,Private,good,Close
F,1.0,Business,Pakistan,B,7.0,poor,Non private,poor,Close
M,1.0,Science,Pakistan,C,11.0,good,,poor,Very close
M,1.0,Engineering,Pakistan,A,9.6,vgood,Non private,good,Very close
F,4.0,Business,Pakistan,B,5.0,vgood,Non private,poor,Fair
F,3.0,Business,Pakistan,A,5.0,vgood,Non private,vgood,Very close
F,4.0,Law,Pakistan,A,17.0,vgood,Private,vgood,Very close
F,2.0,Law,Pakistan,C,11.0,good,Private,vgood,Fair
M,1.0,Engineering,Pakistan,C,10.0,good,Private,good,Fair
F,2.0,Engineering,Pakistan,B,19.0,good,Non private,good,Close
M,4.0,Arts,Pakistan,B,12.0,poor,Private,vgood,
F,1.0,Law,Pakistan,C,8.0,vgood,Non private,poor,Fair
M,3.0,Arts,Pakistan,A,16.0,good,Non private,poor,
M,1.0,Business,Pakistan,B,23.4,good,Private,poor,Very close
M,1.0,Science,Pakistan,A,20.0,good,Non private,good,Close
F,2.0,Science,Pakistan,C,5.0,good,Non private,vgood,Fair
F,1.0,Science,Pakistan,C,14.0,poor,Non private,,Fair
M,3.0,Engineering,Pakistan,A,12.0,good,Non private,vgood,Close
F,1.0,Science,Pakistan,B,15.0,poor,Non private,poor,Close
M,2.0,Science,Pakistan,A,9.0,good,Private,vgood,Close
F,1.0,Science,Pakistan,C,5.0,vgood,Private,good,Very close
M,1.0,Medicine,Pakistan,B,5.0,vgood,Private,,Close
F,2.0,Engineering,Pakistan,A,14.0,vgood,Private,good,Fair
M,1.0,Engineering,Pakistan,B,20.0,vgood,Non private,poor,Very close
F,1.0,Business,Pakistan,B,14.0,vgood,Private,good,Fair
M,1.0,Engineering,Pakistan,C,16.0,poor,Private,good,Fair
F,3.0,Science,Pakistan,C,11.0,vgood,Private,poor,Fair
M,2.0,Business,Pakistan,C,13.0,vgood,Private,poor,Very close
M,1.0,Business,Pakistan,A,9.0,vgood,Non private,poor,Fair
M,2.0,Law,Pakistan,A,7.0,,Private,poor,Fair
F,1.0,Science,Pakistan,A,10.0,vgood,Non private,good,Very close
M,4.0,Arts,Pakistan,B,12.0,good,Private,vgood,Very close
M,4.0,Engineering,Pakistan,A,14.0,vgood,Private,vgood,Very close
M,1.0,Arts,Pakistan,C,16.0,vgood,Non private,vgood,Close
F,1.0,Arts,Pakistan,C,19.0,good,Non private,good,Very close
F,2.0,Medicine,Pakistan,A,13.0,vgood,Non private,poor,Close
M,2.0,Medicine,Pakistan,B,7.0,good,Private,,Very close
M,1.0,Business,Pakistan,A,17.0,good,Private,vgood,Fair
F,1.0,Medicine,Pakistan,C,13.0,vgood,Private,vgood,
M,3.0,Law,Pakistan,A,20.0,good,Private,,Very close
M,1.0,Business,Pakistan,A,11.0,vgood,Private,good,
F,1.0,Science,Pakistan,B,15.0,poor,Private,vgood,Fair
M,3.0,Medicine,Pakistan,A,8.0,poor,Private,vgood,Fair
M,1.0,Science,Pakistan,A,13.6,vgood,Non private,vgood,Very close
M,1.0,Business,Pakistan,C,18.0,vgood,Private,,Fair
F,1.0,Arts,Pakistan,B,16.0,poor,Private,vgood,
M,4.0,Medicine,Pakistan,A,17.0,poor,Private,vgood,Very close
M,1.0,Engineering,Pakistan,C,9.0,good,Non private,vgood,
F,1.0,Arts,Pakistan,A,12.0,good,Private,poor,Close
F,2.0,Engineering,Pakistan,A,13.9,good,Non private,vgood,Fair
M,4.0,Arts,Pakistan,B,11.0,vgood,Non private,poor,Very close
F,4.0,Business,Pakistan,B,5.0,poor,Private,poor,Very close
M,2.0,Science,Pakistan,C,15.0,poor,Non private,good,Very close
F,1.0,Science,Pakistan,C,6.0,vgood,Non private,good,Fair
M,3.0,Business,Pakistan,C,9.0,good,Private,good,Very close
M,3.0,Engineering,Pakistan,C,17.0,good,Non private,good,Very close
F,2.0,Medicine,Pakistan,C,11.0,poor,Private,good,
M,3.0,Science,Pakistan,A,17.0,vgood,Private,poor,Close
F,4.0,Engineering,Pakistan,B,8.0,vgood,Non private,vgood,Very close
M,3.0,Business,Pakistan,C,10.0,good,Non private,good,Very close
F,4.0,Medicine,Pakistan,C,18.0,good,Non private,poor,Fair
F,3.0,Engineering,Pakistan,C,20.0,poor,Non private,poor,Close
F,3.0,Business,Pakistan,C,18.1,poor,Non private,vgood,Fair
F,1.0,Arts,Pakistan,A,13.0,,Non private,good,Very close
F,1.0,Science,Pakistan,A,14.0,good,Private,poor,Very close
F,3.0,Engineering,Pakistan,C,15.3,poor,Private,poor,
M,4.0,Business,Pakistan,C,15.0,vgood,Non private,poor,Close
M,2.0,Engineering,Pakistan,C,12.0,vgood,Non private,vgood,Close
F,1.0,Science,Pakistan,C,9.0,good,Private,poor,Close
F,4.0,Medicine,Pakistan,C,10.0,good,Private,vgood,Very close
F,2.0,Engineering,Pakistan,C,6.0,,Private,vgood,Very close
F,3.0,Medicine,Pakistan,C,17.0,poor,Non private,vgood,Close
M,4.0,Science,Pakistan,A,6.0,poor,Non private,,Close
M,1.0,Engineering,Pakistan,B,5.4,poor,Private,poor,Fair
F,1.0,Medicine,Pakistan,A,14.0,vgood,Non private,poor,Very close
M,4.0,Engineering,Pakistan,C,16.0,good,,,Close
F,1.0,Medicine,Pakistan,C,9.0,good,Non private,good,Close
M,3.0,Medicine,Pakistan,A,19.0,poor,Non private,good,Very close
M,4.0,Arts,Pakistan,A,20.0,poor,Non private,vgood,Very close
F,2.0,Science,Pakistan,A,12.0,poor,Private,vgood,Close
F,4.0,Law,Pakistan,C,13.0,good,Private,good,Fair
F,3.0,Science,Pakistan,A,8.0,vgood,,vgood,Close
F,1.0,Engineering,Pakistan,B,13.0,good,Private,poor,Very close
M,2.0,Science,Pakistan,C,10.0,,Non private,good,Fair
F,1.0,Arts,Pakistan,B,19.0,vgood,Non private,good,Very close
F,1.0,Medicine,Pakistan,C,13.0,poor,Private,vgood,Close
F,1.0,Science,Pakistan,B,15.1,vgood,Private,good,Very close
M,4.0,Medicine,Pakistan,A,20.0,,Non private,poor,Fair
F,2.0,Arts,Pakistan,C,15.0,vgood,Non private,poor,Very close
M,2.0,Engineering,Pakistan,A,1.7,vgood,Private,poor,Fair
F,3.0,Science,Pakistan,A,6.0,poor,Private,vgood,
F,1.0,Medicine,Pakistan,A,20.0,vgood,Private,vgood,Fair
M,2.0,Arts,Pakistan,C,8.0,vgood,Non private,poor,Very close
F,4.0,Business,Pakistan,B,5.2,,Private,good,Very close
M,2.0,Law,Pakistan,B,7.0,vgood,Non private,good,Close
F,4.0,Medicine,Pakistan,B,13.0,poor,Private,,Fair
F,1.0,Arts,Pakistan,B,19.0,vgood,Private,good,Very close
M,1.0,Arts,Pakistan,B,18.0,poor,Private,good,Very close
F,1.0,Science,Pakistan,B,14.2,poor,Non private,,Close
F,1.0,Science,Pakistan,A,12.0,vgood,Non private,good,Fair
F,1.0,Arts,Pakistan,C,15.0,,Private,,
M,1.0,Engineering,Pakistan,B,11.0,poor,Non private,vgood,Close
F,4.0,Medicine,Pakistan,A,5.0,good,Non private,vgood,Close
F,1.0,Science,Pakistan,C,14.0,vgood,Non private,vgood,Very close
M,3.0,Arts,Pakistan,C,13.0,vgood,Non private,vgood,Very close
M,4.0,Science,Pakistan,B,10.0,,,good,Fair
F,1.0,Medicine,Pakistan,B,5.0,vgood,Non private,vgood,Fair
F,2.0,Business,Pakistan,A,20.0,vgood,Non private,,Fair
M,4.0,Engineering,Pakistan,C,18.2,vgood,Non private,good,Close
M,1.0,Medicine,Pakistan,A,10.0,poor,,,
M,1.0,Engineering,Pakistan,B,9.0,good,Private,,Fair
F,1.0,Law,Pakistan,B,9.0,good,Non private,poor,Close
M,1.0,Engineering,Pakistan,A,17.0,good,Non private,,
M,1.0,Arts,Pakistan,A,7.0,poor,Private,good,Very close
